OxySoft export of	C:\Artinis NIRS\NIRS Data\LIGHTSHIELD_ONOFF_6_21_23								
Export date	6/23/2023 15:10								
Start of measurement	55:39.7								
									
Data file sample rate	10	Hz							
Data file duration	2754.9	s							
Data file total number of samples	27549								
									
Description									
Optode-template	PortaMon TSI								
Optode distance (mm)	32.5								
Optode gradients (mm)	5								
DPF	4								
									
Device id	1328								
# Receivers	1								
# Light sources	6								
# ADC	0								
									
Light source wavelengths									
Device	Tx	Wavelength							
1	1	758	nm						
1	2	853	nm						
1	3	758	nm						
1	4	853	nm						
1	5	757	nm						
1	6	852	nm						
									
Export sample rate	10	Hz							
Export time span	0	2754.9							
Export time span (sample numbers)	0	27549							
									
									
Legend									
Column	Trace (Measurement)								
1	(Sample number)								
2	Rx1-Tx1 O2Hb (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)								
3	Rx1-Tx1 HHb (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)								
4	Rx1-Tx2 O2Hb (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)								
5	Rx1-Tx2 HHb (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)								
6	Rx1-Tx3 O2Hb (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)								
7	Rx1-Tx3 HHb (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)								
8	"Rx1-Tx1,Tx2,Tx3 TSI% (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)"								
9	"Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (Mov avg) (LIGHTSHIELD012_ONOFF_6_21_23)"								
10	(Event)								
									
1	2	3	4	5	6	7	8	9	10
0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	
3	0	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	0	
5	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	
10	0	0	0	0	0	0	0	0	
11	0	0	0	0	0	0	0	0	
12	0	0	0	0	0	0	0	0	
13	0	0	0	0	0	0	0	0	
14	0	0	0	0	0	0	0	0	
15	0	0	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	
17	0	0	0	0	0	0	0	0	
18	0	0	0	0	0	0	0	0	
19	0	0	0	0	0	0	0	0	
20	0	0	0	0	0	0	0	0	
21	0	0	0	0	0	0	0	0	
22	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	
24	0	0	0	0	0	0	0	0	
25	0	0	0	0	0	0	0	0	
26	0	0	0	0	0	0	0	0	
27	0.7717159	1.1874615	-0.2331305	0.4133269	-39.3581009	-9.6442804	0	100	
28	0.9036407	1.3519939	-0.2764598	0.5079867	-39.3581009	-9.6442804	0	100	
29	1.0289667	1.5122643	-0.3281909	0.5985534	-39.3581009	-9.6442804	0	100	
30	1.1500725	1.6682533	-0.380169	0.684961	-39.3581009	-9.6442804	0	100	
31	1.2704494	1.825327	-0.4341035	0.7727706	-39.3581009	-9.6442804	0	100	
32	1.3826741	1.9786903	-0.4864107	0.8536326	-39.3581009	-9.6442804	0	100	
33	1.488396	2.1294086	-0.5370088	0.9289338	-39.3581009	-9.6442804	0	100	
34	1.5199155	2.1793182	-0.5520831	0.9498584	-39.3581009	-9.6442804	0	100	
35	1.4877864	2.1725633	-0.5285106	0.91176	-39.3581009	-9.6442804	0	100	
36	1.303396	2.153003	-0.4935289	0.8596999	-39.3581009	-9.6442804	0.9617394	100	
37	1.2145551	2.0194094	-0.4691673	0.8234441	-39.3581009	-9.6442804	0.9617394	100	
38	1.1509	1.8958627	-0.4604216	0.8104293	-39.3581009	-9.6442804	0.9617394	100	
39	1.0945725	1.7754935	-0.4516764	0.7974145	-39.3581009	-9.6442804	0.9617394	100	
40	1.0236861	1.6503863	-0.4291883	0.7639472	-39.3581009	-9.6442804	0.9617394	100	
41	0.9158738	1.504539	-0.3806291	0.6886632	-39.3581009	-9.6442804	0.9617394	100	
42	0.7705262	1.3811064	-0.3321858	0.5999724	-39.3581009	-9.6442804	0.9617394	100	
43	0.5723786	1.3168879	-0.2868181	0.5052955	-39.3581009	-9.6442804	0.9617394	100	
44	0.3572603	1.3008095	-0.235087	0.4147288	-39.3581009	-9.6442804	2.2232409	100	
45	0.1544186	1.2911053	-0.1831089	0.3283221	-39.3581009	-9.6442804	3.1551082	100	
46	-0.0468132	1.2684433	-0.1291743	0.2405116	-39.3581009	-9.6442804	3.8934734	100	
47	-0.2129675	1.195339	-0.0768672	0.1596496	-39.3581009	-9.6442804	3.8934734	100	
48	-0.3179607	1.0435359	-0.026269	0.0843484	-39.3581009	-9.6442804	3.8934734	100	
