OxySoft export of	C:\Artinis NIRS\NIRS Data\LIGHTSHIELD_03_04_14_2023								
Export date	6/14/2023 10:17								
Start of measurement	10:05.0								
									
Data file sample rate	10	Hz							
Data file duration	2465.6	s							
Data file total number of samples	24656								
									
Description									
Optode-template	PortaMon TSI Fit Factor								
Optode distance (mm)	35								
Optode gradients (mm)	5								
DPF	4								
									
Device id	1328								
# Receivers	1								
# Light sources	6								
# ADC	0								
									
Light source wavelengths									
Device	Tx	Wavelength							
1	1	758	nm						
1	2	853	nm						
1	3	758	nm						
1	4	853	nm						
1	5	757	nm						
1	6	852	nm						
									
Export sample rate	10	Hz							
Export time span	0	2465.6							
Export time span (sample numbers)	0	24656							
									
									
Legend									
Column	Trace (Measurement)								
1	(Sample number)								
2	Rx1-Tx1 O2Hb (Mov avg) (LIGHTSHIELD_03_04_14_2023)								
3	Rx1-Tx1 HHb (Mov avg) (LIGHTSHIELD_03_04_14_2023)								
4	Rx1-Tx2 O2Hb (Mov avg) (LIGHTSHIELD_03_04_14_2023)								
5	Rx1-Tx2 HHb (Mov avg) (LIGHTSHIELD_03_04_14_2023)								
6	Rx1-Tx3 O2Hb (Mov avg) (LIGHTSHIELD_03_04_14_2023)								
7	Rx1-Tx3 HHb (Mov avg) (LIGHTSHIELD_03_04_14_2023)								
8	"Rx1-Tx1,Tx2,Tx3 TSI% (Mov avg) (LIGHTSHIELD_03_04_14_2023)"								
9	"Rx1-Tx1,Tx2,Tx3 TSI Fit Factor (Mov avg) (LIGHTSHIELD_03_04_14_2023)"								
10	(Event)								
									
1	2	3	4	5	6	7	8	9	10
0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	
3	0	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	0	
5	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	
10	0	0	0	0	0	0	0	0	
11	0	0	0	0	0	0	0	0	
12	0	0	0	0	0	0	0	0	
13	0	0	0	0	0	0	0	0	
14	0	0	0	0	0	0	0	0	
15	0	0	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	
17	0	0	0	0	0	0	0	0	
18	0	0	0	0	0	0	0	0	
19	0	0	0	0	0	0	0	0	
20	0	0	0	0	0	0	0	0	
21	0	0	0	0	0	0	0	0	
22	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	
24	0	0	0	0	0	0	0	0	
25	0	0	0	0	0	0	0	0	
26	0	0	0	0	0	0	0	0	
27	0.2557552	0.08592	0.2709147	0.085665	0.2794016	0.0718523	75.6640472	99.9955673	
28	0.2848733	0.0953957	0.3027789	0.0955813	0.3150118	0.0798174	75.6934509	99.9956055	
29	0.3155449	0.1043202	0.3373057	0.1045515	0.3518598	0.0885835	75.7174988	99.9956207	
30	0.3509729	0.1132046	0.3772418	0.1130164	0.3940695	0.0973268	75.7458115	99.9956284	
31	0.3832944	0.1231953	0.4138896	0.1233561	0.4286478	0.1081453	75.755806	99.9956894	
32	0.4083841	0.1316239	0.4429251	0.1314471	0.4582746	0.1157289	75.7761078	99.9957199	
33	0.4427955	0.1367432	0.4834868	0.1389811	0.5046118	0.1236368	75.8065186	99.9957504	
34	0.4822524	0.1466748	0.5243765	0.1520617	0.5499838	0.1356187	75.823761	99.9958038	
35	0.5114663	0.1577679	0.5584437	0.1647341	0.5887564	0.1468225	75.8510437	99.9958572	
36	0.5398553	0.1683289	0.5917212	0.175564	0.6239508	0.1580415	75.8695908	99.9958725	
37	0.5625666	0.1767766	0.6188818	0.1864416	0.6524809	0.1672617	75.8841934	99.9959641	
38	0.5828035	0.1836278	0.6445471	0.1950209	0.683277	0.1744333	75.9122238	99.9960175	
39	0.609351	0.1898877	0.6783682	0.2035334	0.7230833	0.1827798	75.9430084	99.9960556	
40	0.6400226	0.1988102	0.7123514	0.2148211	0.7606848	0.1943956	75.9555969	99.9960861	
41	0.6651123	0.2072407	0.7415529	0.2256815	0.7922361	0.204413	75.9693985	99.9961548	
42	0.6861737	0.2146222	0.7672182	0.2342608	0.8206976	0.2124124	75.9884567	99.9961929	
43	0.7054895	0.2193219	0.7907625	0.2414706	0.8449629	0.2200227	75.9932938	99.996254	
44	0.7208737	0.2245938	0.8102289	0.2487109	0.8673742	0.2264238	76.0080643	99.9963074	
45	0.733054	0.2293507	0.8269488	0.2555125	0.8855894	0.2324396	76.0185776	99.9963684	
46	0.7459634	0.2330224	0.8429629	0.2618563	0.9073141	0.2372118	76.0379105	99.9964218	
47	0.7612508	0.2366768	0.8610998	0.2695715	0.9297217	0.2436128	76.0472794	99.9964905	
48	0.7671211	0.2420231	0.8689581	0.2759802	0.937763	0.2488657	76.0503616	99.9965515	
49	0.7686747	0.2414719	0.8744494	0.2768614	0.9455336	0.2492319	76.0622025	99.9965897	
50	0.7773636	0.2408616	0.8866812	0.2767642	0.9592856	0.2499757	76.0736847	99.9965897	
51	0.7892559	0.2407662	0.9024493	0.2789481	0.9808043	0.2510896	76.0978699	99.9966202	
52	0.8100293	0.2432972	0.9271609	0.2829115	1.0096776	0.2558275	76.1164017	99.9966278	
53	0.8325484	0.2485119	0.9513289	0.2891905	1.0344961	0.2626215	76.1222229	99.9966354	
54	0.8471077	0.2532498	0.965304	0.2955515	1.0485189	0.268252	76.1203766	99.9966736	
55	0.8543389	0.25481	0.9737059	0.2996466	1.0575941	0.2706476	76.1234818	99.9967422	
